image,author,title,description,description_text,category,url,slug
https://static.8cache.com/cover/o/eJzLyTDT1w0sDgtMCjFO8XMO1A9zCvSLTK5wzDL01HeEguyAQH3v0IK8TK_i-IjCSP1yI0NT3QxjIyMAV4kSwQ==/tien-nghich.jpg,Nhĩ Căn,Tiên Nghịch,"<div class=""desc-text desc-text-full"" itemprop=""description""><b>Giới Thiệu Truyện</b><br/><br/><strong><strong>Tiên Nghịch</strong> là câu chuyện Tiên Hiệp kể về Vương Lâm - một thiếu niên bình thường, may mắn được gia nhập vào một môn phái <em>tu tiên</em> xuống dốc của nước Triệu, vì thiếu linh căn, vì một hiểu nhầm tai hại, vì một khối thiết tinh và nhờ có được một ""Thần Bí Hạt Châu"". Vương Lâm đã bước lên con đường tu tiên và trên con đường này, hắn sẽ đối mặt với chuyện gì?</strong><br/><br/> - Tu tiên là nghịch thiên hay thuận thiên, là vô tình hay hữu tình? Hãy cùng dõi theo bước chân của Vương Lâm qua 1976 chương Truyện Tiên Nghịch&gt; để biết rõ những điều này bạn nhé!<br/><br/> - Tags: <strong>truyen tien hiep</strong>, <a href=""https://truyenfull.vn/tien-nghich/"" rel=""nofollow"" target=""_blank""><strong>tien nghich prc full</strong></a><br/><br/></div>","Giới Thiệu TruyệnTiên Nghịch là câu chuyện Tiên Hiệp kể về Vương Lâm - một thiếu niên bình thường, may mắn được gia nhập vào một môn phái tu tiên xuống dốc của nước Triệu, vì thiếu linh căn, vì một hiểu nhầm tai hại, vì một khối thiết tinh và nhờ có được một ""Thần Bí Hạt Châu"". Vương Lâm đã bước lên con đường tu tiên và trên con đường này, hắn sẽ đối mặt với chuyện gì? - Tu tiên là nghịch thiên hay thuận thiên, là vô tình hay hữu tình? Hãy cùng dõi theo bước chân của Vương Lâm qua 1976 chương Truyện Tiên Nghịch> để biết rõ những điều này bạn nhé! - Tags: truyen tien hiep, tien nghich prc full",Tiên Hiệp,https://truyenfull.vn/tien-nghich,tien-nghich
https://static.8cache.com/cover/o/eJzLyTDW1y2yMM0P9nSxKCo30Q9LjTLK8_P3i6jw1HeEgQxP_UTLSOf4KAM_Iw9P_XIjQ1PdDGMjI13PZBMjAKMsEwA=/van-co-chi-ton.jpg,Thái Nhất Sinh Thủy,Vạn Cổ Chí Tôn,"<div class=""desc-text desc-text-full"" itemprop=""description"">Mười lăm năm trước, Thiên Vũ giới một trong thập đại phong hào Vũ Đế, Phá Quân Vũ Đế… Cổ Phi Dương, tại sơn mạch Thiên Đãng bất ngờ ngã xuống, chấn động toàn bộ đại lục! Sau đó các thế lực lớn sóng ngầm phun trào, các loại xung đột càng ngày càng kịch liệt, đại lục Thiên Vũ vắng lặng mấy trăm năm, lần thứ hai gió nổi mây vần.<br/><br/>Mười lăm năm sau chuyển thế sống lại hóa thành công tử Lý Vân Tiêu – Thiên Thủy quốc, mở ra một thiên lữ trình nghịch thiên tranh chấp cùng vô số thiên tài thiên hạ. <br/><br/><i><b>Cảnh giới</b></i><br/><br/>Võ giả có chín tầng cảnh giới:<b> Nhất Nguyên cảnh</b> (Võ sĩ), <b>Nhị Phân cảnh</b> (Võ sư), <b>Tam Tài cảnh</b> (Đại vũ sư), <b>Tứ Tượng cảnh</b> (Vũ Quân), <b>Ngũ Hành cảnh</b> (Vũ Vương), <b>Lục Hợp cảnh</b> (Vũ Hoàng), <b>Thất Túc cảnh</b> (Vũ Tông), <b>Bát Hoang cảnh</b> (Vũ Tôn), <b>Cửu Thiên cảnh</b> (Vũ Đế). Cửu Thiên cảnh đỉnh cao, có thể được Thánh Thành ban tặng phong hào, là phong hào <b>Vũ Đế</b> ….</div>","Mười lăm năm trước, Thiên Vũ giới một trong thập đại phong hào Vũ Đế, Phá Quân Vũ Đế… Cổ Phi Dương, tại sơn mạch Thiên Đãng bất ngờ ngã xuống, chấn động toàn bộ đại lục! Sau đó các thế lực lớn sóng ngầm phun trào, các loại xung đột càng ngày càng kịch liệt, đại lục Thiên Vũ vắng lặng mấy trăm năm, lần thứ hai gió nổi mây vần.Mười lăm năm sau chuyển thế sống lại hóa thành công tử Lý Vân Tiêu – Thiên Thủy quốc, mở ra một thiên lữ trình nghịch thiên tranh chấp cùng vô số thiên tài thiên hạ. Cảnh giớiVõ giả có chín tầng cảnh giới: Nhất Nguyên cảnh (Võ sĩ), Nhị Phân cảnh (Võ sư), Tam Tài cảnh (Đại vũ sư), Tứ Tượng cảnh (Vũ Quân), Ngũ Hành cảnh (Vũ Vương), Lục Hợp cảnh (Vũ Hoàng), Thất Túc cảnh (Vũ Tông), Bát Hoang cảnh (Vũ Tôn), Cửu Thiên cảnh (Vũ Đế). Cửu Thiên cảnh đỉnh cao, có thể được Thánh Thành ban tặng phong hào, là phong hào Vũ Đế ….",Huyền Huyễn,https://truyenfull.vn/van-co-chi-ton,van-co-chi-ton
https://static.8cache.com/cover/eJzLyTDWdwk2zQrzCTEsr0z0CIoMCnIOsgw2DzYy1vVPL3WyyHfNyPf10nUNzw8v9grzjw-IcvaqqCryLYsPMzHJSKsMCi10NTUOjQwuqLDw1HXRrSxJSUq2LTcyNNXNMDYyAgD1Fx7t/nguyen-ton.jpg,Thiên Tằm Thổ Đậu,Nguyên Tôn,"<div class=""desc-text desc-text-full"" itemprop=""description""><b>Nhóm Dịch: </b>Thánh Thiên Tiên Vực<br/><br/>Dùng huyền hoàng khí bạn thân sở hữu, mọi thứ thiện địa nhật nguyệt tinh đều bị ta nuốt hết.</div>","Nhóm Dịch: Thánh Thiên Tiên VựcDùng huyền hoàng khí bạn thân sở hữu, mọi thứ thiện địa nhật nguyệt tinh đều bị ta nuốt hết.",Tiên Hiệp,https://truyenfull.vn/nguyen-ton,nguyen-ton
https://static.8cache.com/cover/o/eJzLyTDW13UqDPHxS0sK13UN1A8zNCnPDTRzijT01HeEgoCgSP00b8PKtCKfYscIR2-n_Eo_D7PEqAzzsLCgZJMScyfd3EBn53z9ciNDU90MYyMjAHszGeU=/doc-ton-tam-gioi.jpg,Lê Thiên,Độc Tôn Tam Giới,"<div class=""desc-text desc-text-full"" itemprop=""description""><b><i>Nhóm dịch:</i></b><i> Sói Già</i><br/><br/>Thiên Đế Chi Tử Giang Trần chuyển sinh lên thân thể một thiếu niên bị chư hầu khi dễ bắt đầu trên con đường đuổi giết máu tanh dần dần đi lên.<br/>Trước mặt Giang Trần ai dám xưng là thiên tài? Không ai có thể hiểu Thiên bằng Thiên Đế Chi Tử.<br/>Thiên tài? Kẻ thuận ta là thiên, kẻ nghịch ta phải giết!!<br/><br/>Mạch truyện luôn bình thản nhưng không kém phần gay cấn, tình tiết logic xuyên suốt từ đầu đến cuối, các tình tiết đan xen lẫn nhau luôn được đẩy lên cao trào khiến độc giả bị cuốn vào mạch truyện. Đương nhiên vẫn như các bộ truyện khác kết thúc của Lê Thiên rất có hậu</div>","Nhóm dịch: Sói GiàThiên Đế Chi Tử Giang Trần chuyển sinh lên thân thể một thiếu niên bị chư hầu khi dễ bắt đầu trên con đường đuổi giết máu tanh dần dần đi lên.Trước mặt Giang Trần ai dám xưng là thiên tài? Không ai có thể hiểu Thiên bằng Thiên Đế Chi Tử.Thiên tài? Kẻ thuận ta là thiên, kẻ nghịch ta phải giết!!Mạch truyện luôn bình thản nhưng không kém phần gay cấn, tình tiết logic xuyên suốt từ đầu đến cuối, các tình tiết đan xen lẫn nhau luôn được đẩy lên cao trào khiến độc giả bị cuốn vào mạch truyện. Đương nhiên vẫn như các bộ truyện khác kết thúc của Lê Thiên rất có hậu",Tiên Hiệp,https://truyenfull.vn/doc-ton-tam-gioi,doc-ton-tam-gioi
https://static.8cache.com/cover/o/eJzLyTDW100zjPQ2rzAxTs1M1g8z9jIvKcjIt6zy1HeEgoB8T33TDA_dlMB01zILX9f0SI-U8vKMklKXMAM3j_Rik8C0oHRn53z9ciNDU90MYyMjAJ6GGtc=/mao-son-troc-quy-nhan.jpg,Thanh Tử,Mao Sơn Tróc Quỷ Nhân,"<div class=""desc-text desc-text-full"" itemprop=""description""><b><i>Số chương: </i></b><i>1041 chương</i><br/><b><i>Dịch:</i></b><i> Rjnpenho, Thanhmai3883, Thành Đạt, Hoàng Mạnh, truyennhanh2018<br/><b>Biên: </b>Rjnpenho, Thành Đạt<br/><br/></i>Diệp Thiếu Dương vốn là một Mao Sơn tróc quỷ nhân, dũng cảm tiến vào đô thị, gặp người đấu người, gặp quỷ đấu quỷ, gặp yêu đấu yêu, gặp hồ đấu hồ...<br/><br/>Tương tây Thi vương, Tà Thần bất tử, điệp tiên hung linh, tứ phương quỷ khấu.<br/><br/>Nữ minh tinh nuôi tiểu quỷ, công chúa hoàng thất hút máu, nữ giám đốc là hồ yêu,...<br/><br/>Thi triển Mao Sơn thần thuật, đánh lui tất cả!</div>","Số chương: 1041 chươngDịch: Rjnpenho, Thanhmai3883, Thành Đạt, Hoàng Mạnh, truyennhanh2018Biên: Rjnpenho, Thành ĐạtDiệp Thiếu Dương vốn là một Mao Sơn tróc quỷ nhân, dũng cảm tiến vào đô thị, gặp người đấu người, gặp quỷ đấu quỷ, gặp yêu đấu yêu, gặp hồ đấu hồ...Tương tây Thi vương, Tà Thần bất tử, điệp tiên hung linh, tứ phương quỷ khấu.Nữ minh tinh nuôi tiểu quỷ, công chúa hoàng thất hút máu, nữ giám đốc là hồ yêu,...Thi triển Mao Sơn thần thuật, đánh lui tất cả!",Đô Thị,https://truyenfull.vn/mao-son-troc-quy-nhan,mao-son-troc-quy-nhan
https://static.8cache.com/cover/eJzLyTDWN0-xTC5y9MnP8bI09yk2TXUt8E1zzrMwKQ2qNMw0yzALAEoV-vo45gSW5ZuUVOSbVxib-AZGuub7uWR6RYSFVZSZO-tGFvuG-KYk6RZmpMUnFtuWGxma6mYYGxkBACEdH7c=/xuyen-nhanh-nam-than-bung-chay-di.jpg,Mặc Linh,"Xuyên Nhanh: Nam Thần, Bùng Cháy Đi!","<div class=""desc-text desc-text-full"" itemprop=""description""><b>Tên khác:</b> Mau Xuyên: Nam Thần, Cháy Lên Nào! <b><br/>Thể loại:</b> Ngôn tình, xuyên không, hài hước, hệ thống, sảng văn, cổ đại, hiện đại, mạt thế, khoa học viễn tưởng, HE,....vân vân và mây mây<br/><b>Số chương:</b> truyện chưa hoàn~ <br/><b>Editor:</b> Hạ Lan Tâm Nhiên<br/><br/>Bống nhiên chết đi vì lý do không rõ ràng, điều sau đó khiến Sở Tranh đau đầu nhất lại chính là phải... tiêu tiền.<br/><br/>Kể từ ngày bị ràng buộc với hệ thống này, cô eo không đau, chân không mỏi, ngay cả thở gấp cũng không cần thiết, mỗi ngày đều thấp thỏm vung tiền.<br/><br/>Hệ thống: Tiểu tỷ tỷ, không nên tùy tiện mở hình thức vô địch! (▼皿▼#)<br/><br/>Hệ thống: Chúng ta định ra cái mục tiêu nhỏ, trước tiêu hết một trăm triệu!<br/><br/>Sơ Tranh: Phá sản cái gì, còn nữa, tên nam nhân không thể hiểu thấu này là như thế nào? Đừng ngăn ta! Ta muốn đi chinh phục thế giới!<br/><br/>Nam chính nào đó: ( nhanh chóng đổi tên) Ta họ Thế tên Giới.<br/><br/># tiểu tỷ tỷ, có tiền thật sự có thể muốn làm gì thì làm, tìm hiểu một chút đi #</div>","Tên khác: Mau Xuyên: Nam Thần, Cháy Lên Nào! Thể loại: Ngôn tình, xuyên không, hài hước, hệ thống, sảng văn, cổ đại, hiện đại, mạt thế, khoa học viễn tưởng, HE,....vân vân và mây mâySố chương: truyện chưa hoàn~ Editor: Hạ Lan Tâm NhiênBống nhiên chết đi vì lý do không rõ ràng, điều sau đó khiến Sở Tranh đau đầu nhất lại chính là phải... tiêu tiền.Kể từ ngày bị ràng buộc với hệ thống này, cô eo không đau, chân không mỏi, ngay cả thở gấp cũng không cần thiết, mỗi ngày đều thấp thỏm vung tiền.Hệ thống: Tiểu tỷ tỷ, không nên tùy tiện mở hình thức vô địch! (▼皿▼#)Hệ thống: Chúng ta định ra cái mục tiêu nhỏ, trước tiêu hết một trăm triệu!Sơ Tranh: Phá sản cái gì, còn nữa, tên nam nhân không thể hiểu thấu này là như thế nào? Đừng ngăn ta! Ta muốn đi chinh phục thế giới!Nam chính nào đó: ( nhanh chóng đổi tên) Ta họ Thế tên Giới.# tiểu tỷ tỷ, có tiền thật sự có thể muốn làm gì thì làm, tìm hiểu một chút đi #",Ngôn Tình,https://truyenfull.vn/xuyen-nhanh-nam-than-bung-chay-di,xuyen-nhanh-nam-than-bung-chay-di
https://static.8cache.com/cover/eJzLyTDWD4l0dyryMc6r8AlIq0wv9C2qLNXNzzGwiEx0Lg2vCIzyzfaIN_KNyPJKs6iIcAvMtwgKzw-oMvd1To8wrcipSHYzySkISkzKc9O1CC3z8LXIMnO1LTcyNNXNMDYyAgBcvyAL/vu-than-chua-te.jpg,Ám Ma Sư,Vũ Thần Chúa Tể,"<div class=""desc-text"" itemprop=""description"">Thiên Vũ Đại Lục một đại truyền kỳ Tần Trần, bởi vì bạn chí cốt phản bội ngoài ý muốn ngã xuống Vũ Vực. Ba trăm năm sau, hắn chuyển kiếp ở một cái nhận hết khi dễ Vương phủ trên thân con tư sinh, lợi dụng kiếp trước tạo nghệ, ngưng Thần Công, luyện Thần Đan, nghịch thiên chi lộ, quật khởi mạnh mẽ, từ đó bước trên một đoạn khiếp sợ đại lục kinh thế hành trình.</div>","Thiên Vũ Đại Lục một đại truyền kỳ Tần Trần, bởi vì bạn chí cốt phản bội ngoài ý muốn ngã xuống Vũ Vực. Ba trăm năm sau, hắn chuyển kiếp ở một cái nhận hết khi dễ Vương phủ trên thân con tư sinh, lợi dụng kiếp trước tạo nghệ, ngưng Thần Công, luyện Thần Đan, nghịch thiên chi lộ, quật khởi mạnh mẽ, từ đó bước trên một đoạn khiếp sợ đại lục kinh thế hành trình.",Tiên Hiệp,https://truyenfull.vn/vu-than-chua-te,vu-than-chua-te
https://static.8cache.com/cover/o/eJzLyTDV1w3OqHQyMDYI9E2z0A_zDCg1MCrILfb11HeEghw3C333tOQK00qn_HQjC_1yI0NT3QxjIyMAQWgR-A==/thieu-gia-bi-bo-roi.jpg,Ta Là Lão Ngũ,Thiếu Gia Bị Bỏ Rơi,"<div class=""desc-text desc-text-full"" itemprop=""description"">Nếu bạn đã từng đọc Công Tử Điên Khùng của Ta Là Lão Ngũ thì không thể bỏ qua tác phẩm Thiếu Gia Bị Bỏ Rơi của cùng tác giả, nội dung xoay quanh anh chàng Diệp Mặc từ Đại Lục Lạc Nguyệt xuyên việt đến địa cầu vào một anh chàng công tử hoàn khố điển hình, bị đuổi ra khỏi gia tộc họ Diệp.<br/><br/> - Từ Địa Cầu xuyên việt tới Dị giới đã thấy nhiều, nhưng Diệp Mặc của chúng ta lại từ Dị giới xuyên tới Địa Cầu. Điều này còn chưa phải là buồn bực nhất, để cho Diệp Mặc phát điên chính là cậu nhỏ của hắn bị liệt.<br/><br/> - Vậy với thân phận này Diệp Mặc phải trải qua cuộc sống như thế nào khi bị mọi người cho là ""Liệt Dương""? bị mọi người bảo là phế vật? Làm thế nào để đi tìm vị sư phó xinh đẹp? Tu luyện như thế nào tại Địa cầu thiếu thốn Thiên địa linh khí?<br/><br/> - Tác giả xây dựng một thế giới tồn tại các gia tộc cổ võ tu luyện theo thứ tự Thiên-Địa-Huyền-Hoàng-Tiên Thiên (Đỉnh Cao võ học), mô phỏng lại một thế giới đấu đá lẫn nhau để tìm kiếm thiên tài địa bảo, Hay đơn giản tranh nhau một miếng linh thạch.... Hết phiêu lưu ở thế giới Địa cầu Diệp Mặc lại bước vào cuộc hành trình mới về lại Đại Lục Lạc Nguyệt để tìm đến con đường đỉnh cao Tu chân giới, cũng như cách chia cấp độ ở các bộ tu chân khác chia làm: Luyện Khí, Trúc Cơ, Kết Đan, Nguyên Anh, Hóa Chân, Kiếp Biến, Thừa Đỉnh...Một thế giới tràn ngập sắc màu phiêu lưu, nào hãy cũng <em>Diệp Mạc thiếu gia</em> phiêu lưu trên con đường trở thành cường giả ^^!<br/><br/> - Tags: thieu gia bi bo roi prc full</div>","Nếu bạn đã từng đọc Công Tử Điên Khùng của Ta Là Lão Ngũ thì không thể bỏ qua tác phẩm Thiếu Gia Bị Bỏ Rơi của cùng tác giả, nội dung xoay quanh anh chàng Diệp Mặc từ Đại Lục Lạc Nguyệt xuyên việt đến địa cầu vào một anh chàng công tử hoàn khố điển hình, bị đuổi ra khỏi gia tộc họ Diệp. - Từ Địa Cầu xuyên việt tới Dị giới đã thấy nhiều, nhưng Diệp Mặc của chúng ta lại từ Dị giới xuyên tới Địa Cầu. Điều này còn chưa phải là buồn bực nhất, để cho Diệp Mặc phát điên chính là cậu nhỏ của hắn bị liệt. - Vậy với thân phận này Diệp Mặc phải trải qua cuộc sống như thế nào khi bị mọi người cho là ""Liệt Dương""? bị mọi người bảo là phế vật? Làm thế nào để đi tìm vị sư phó xinh đẹp? Tu luyện như thế nào tại Địa cầu thiếu thốn Thiên địa linh khí? - Tác giả xây dựng một thế giới tồn tại các gia tộc cổ võ tu luyện theo thứ tự Thiên-Địa-Huyền-Hoàng-Tiên Thiên (Đỉnh Cao võ học), mô phỏng lại một thế giới đấu đá lẫn nhau để tìm kiếm thiên tài địa bảo, Hay đơn giản tranh nhau một miếng linh thạch.... Hết phiêu lưu ở thế giới Địa cầu Diệp Mặc lại bước vào cuộc hành trình mới về lại Đại Lục Lạc Nguyệt để tìm đến con đường đỉnh cao Tu chân giới, cũng như cách chia cấp độ ở các bộ tu chân khác chia làm: Luyện Khí, Trúc Cơ, Kết Đan, Nguyên Anh, Hóa Chân, Kiếp Biến, Thừa Đỉnh...Một thế giới tràn ngập sắc màu phiêu lưu, nào hãy cũng Diệp Mạc thiếu gia phiêu lưu trên con đường trở thành cường giả ^^! - Tags: thieu gia bi bo roi prc full",Tiên Hiệp,https://truyenfull.vn/thieu-gia-bi-bo-roi,thieu-gia-bi-bo-roi
https://lh3.googleusercontent.com/pw/AJFCJaVSW_5cqjtK2NFGOsLFZQ0KTM7lWKZP_ieORFxf_BRKLoLCnNq4KpHGlqClKvsd4RFWc04ZnsiUIZrmhWrNPq5alcVCeVSCTkBiUzI5BqIeVHy1wYwfugkeF7OjiVZMJlHh1IUGdu-n-q7dYQCMEfQI=w215-h322-s-no?authuser=0,Tần Nguyên,"Nam Chủ Bệnh Kiều, Sủng Lên Trời","<div class=""desc-text desc-text-full"" itemprop=""description""><b>Editor:</b> Ư Ư (1-290), Tinh Niệm (lolite2511) (còn lại)<br/><br/><b>Thể loại:</b> 【Bệnh kiều siêu ngọt sủng, 1VS1】<br/><br/>Mọi chuyện bắt đầu từ việc thần cách của Tô Yên bỗng một ngày bị rớt.<br/><br/>Lại bị một hệ thống  bắt được và yêu cầu cô nếu muốn có lại được thần cách thì cần thực hiện những yêu cầu mong muốn của nam chủ.<br/><br/>Kết quả là, cô bắt đầu đi trên con đường công lược nam chủ<br/><br/>Thiếu niên kiệt ngạo cả mặt lệ khí:<br/><br/>""Cậu chỉ có thể thích một mình tôi.""<br/><br/>Hoàng tử bệnh kiều ánh mắt sâu kín:<br/><br/>""Em nói em sẽ ở bên cạnh tôi cả đời.""<br/><br/>Ảnh đế tà mị mắt đào hoa:<br/><br/>""Tiểu Tô Yên, lại đây hôn cái nào.""<br/><br/>Tô Yên rối rắm, cô chỉ muốn tìm thần cách mà thôi, như thế nào còn bị quấn lên?....thấy người đàn ông trước mặt không thích hợp, lập tức sửa miệng, là là là, đều là vì anh, thích anh nhất!<br/><br/>Nam chủ đầy tay là máu, từng bước tới gần, lẩm bẩm:<br/><br/>""Em đã, nói, sẽ ở bên cạnh tôi, vĩnh viễn không rời.""<br/><br/>Tô Yên nhẹ nhàng dỗ dành:<br/><br/>""Được được được, đều nghe anh, để em lau máu đi, đừng dọa người khác??""</div>","Editor: Ư Ư (1-290), Tinh Niệm (lolite2511) (còn lại)Thể loại: 【Bệnh kiều siêu ngọt sủng, 1VS1】Mọi chuyện bắt đầu từ việc thần cách của Tô Yên bỗng một ngày bị rớt.Lại bị một hệ thống  bắt được và yêu cầu cô nếu muốn có lại được thần cách thì cần thực hiện những yêu cầu mong muốn của nam chủ.Kết quả là, cô bắt đầu đi trên con đường công lược nam chủThiếu niên kiệt ngạo cả mặt lệ khí:""Cậu chỉ có thể thích một mình tôi.""Hoàng tử bệnh kiều ánh mắt sâu kín:""Em nói em sẽ ở bên cạnh tôi cả đời.""Ảnh đế tà mị mắt đào hoa:""Tiểu Tô Yên, lại đây hôn cái nào.""Tô Yên rối rắm, cô chỉ muốn tìm thần cách mà thôi, như thế nào còn bị quấn lên?....thấy người đàn ông trước mặt không thích hợp, lập tức sửa miệng, là là là, đều là vì anh, thích anh nhất!Nam chủ đầy tay là máu, từng bước tới gần, lẩm bẩm:""Em đã, nói, sẽ ở bên cạnh tôi, vĩnh viễn không rời.""Tô Yên nhẹ nhàng dỗ dành:""Được được được, đều nghe anh, để em lau máu đi, đừng dọa người khác??""",Ngôn Tình,https://truyenfull.vn/nam-chu-benh-kieu-sung-len-troi-657780,nam-chu-benh-kieu-sung-len-troi-657780
https://static.8cache.com/cover/eJzLyTDWD3aPyvQoNfDPCwixDLawDCvwqDJPDvLKdPLzzzPNKAs29Kg0KvPPjfRLTArPSK-0NMzyNzTyNMqsTDHJyY-K96jMMc4KSMk1qAyLjM-xsLAoCjGwLTcyNNXNMDYyAgAZbB9L/pham-nhan-tu-tien-chi-tien-gioi-thien-pham-nhan-tu-tien-2.jpg,Vong Ngữ,Phàm Nhân Tu Tiên Chi Tiên Giới Thiên (Phàm Nhân Tu Tiên 2),"<div class=""desc-text desc-text-full"" itemprop=""description""><b>Tên gốc: </b>凡人修仙之仙界篇<br/><b>Tên khác: </b>Phàm Nhân Tiên Giới Thiên<br/><br/><i>Phàm nhân tu tiên, phong vân tái khởi<br/>Xuyên qua không gian và thời gian, luân hồi nghịch chuyển<br/>Kim Tiên Thái Ất, Đại La Đạo Tổ Tam thiên đại đạo, pháp tắc chí tôn.</i><br/><br/>《 Phàm Nhân Tu Tiên Truyện 》 Tiên Giới Thiên là tích xưa về một Hàn Lập khuynh đảo Tiên Giới, một tiểu tử người phàm tu tiên đến cảnh giới Bất Diệt trong truyền thuyết.</div>","Tên gốc: 凡人修仙之仙界篇Tên khác: Phàm Nhân Tiên Giới ThiênPhàm nhân tu tiên, phong vân tái khởiXuyên qua không gian và thời gian, luân hồi nghịch chuyểnKim Tiên Thái Ất, Đại La Đạo Tổ Tam thiên đại đạo, pháp tắc chí tôn.《 Phàm Nhân Tu Tiên Truyện 》 Tiên Giới Thiên là tích xưa về một Hàn Lập khuynh đảo Tiên Giới, một tiểu tử người phàm tu tiên đến cảnh giới Bất Diệt trong truyền thuyết.",Tiên Hiệp,https://truyenfull.vn/pham-nhan-tu-tien-chi-tien-gioi-thien-pham-nhan-tu-tien-2,pham-nhan-tu-tien-chi-tien-gioi-thien-pham-nhan-tu-tien-2
https://static.8cache.com/cover/o/eJzLyTDR1w3NNCp29dKNcit01A9zSktPTHMyLij21HeEguyQQP1wv0q_0CJDo9IIE_1yI0NT3QxjIyMAUDASSQ==/dao-tinh.jpg,Chu Ngọc,Đạo Tình,"<div class=""desc-text desc-text-full"" itemprop=""description""><i>Giới thiệu Truyện</i><br/><br/><strong>Đây là tác phẩm hắc bang, bối cảnh hoành tráng, tình tiết đẫm máu u ám. Nếu bạn muốn xem câu truyện tình lãng mạn thì đừng nhảy vào hố này. ""Đạo tình"" là một thế giới đen tối, trong đó nam chính tuyệt đối không phải là người tốt.</strong><br/><br/> - Nàng là một trong những tên trộm kỳ tài nhất thế kỷ hai mốt. Nàng là nữ hoàng đua xe trong bóng đêm. Nàng là một người phụ nữ giống như cơn gió, đi đến bất định.<br/><br/> - Hắn là ông trùm đứng nhất nhì trong giới hắc đạo. Hắn là kẻ máu lạnh, tàn nhẫn, vô tình. Không ngờ trên đời này lại có người dám động đến tài sản của hắn. Nếu người đó chán sống, hắn sẽ kết thúc mạng sống thay.<br/><br/> - Là tình, là yêu, là đau, hay là hận?... tất cả đều không rõ ràng.<br/><br/> - Trên các diễn đàn về tiểu thuyết ngôn tình ở Trung Quốc, <em>""Đạo tình""</em> nhận được vô số lời khen từ độc giả như ""đọc đi đọc lại không chán"", ""tiểu thuyết hắc bang kinh điển""... Hy vọng cuốn truyện sẽ khiến mọi người hài lòng. Còn bây giờ, chúng ta hãy bắt đầu cuộc phiêu lưu trong thế giới ""Đạo tình""...<br/><br/></div>","Giới thiệu TruyệnĐây là tác phẩm hắc bang, bối cảnh hoành tráng, tình tiết đẫm máu u ám. Nếu bạn muốn xem câu truyện tình lãng mạn thì đừng nhảy vào hố này. ""Đạo tình"" là một thế giới đen tối, trong đó nam chính tuyệt đối không phải là người tốt. - Nàng là một trong những tên trộm kỳ tài nhất thế kỷ hai mốt. Nàng là nữ hoàng đua xe trong bóng đêm. Nàng là một người phụ nữ giống như cơn gió, đi đến bất định. - Hắn là ông trùm đứng nhất nhì trong giới hắc đạo. Hắn là kẻ máu lạnh, tàn nhẫn, vô tình. Không ngờ trên đời này lại có người dám động đến tài sản của hắn. Nếu người đó chán sống, hắn sẽ kết thúc mạng sống thay. - Là tình, là yêu, là đau, hay là hận?... tất cả đều không rõ ràng. - Trên các diễn đàn về tiểu thuyết ngôn tình ở Trung Quốc, ""Đạo tình"" nhận được vô số lời khen từ độc giả như ""đọc đi đọc lại không chán"", ""tiểu thuyết hắc bang kinh điển""... Hy vọng cuốn truyện sẽ khiến mọi người hài lòng. Còn bây giờ, chúng ta hãy bắt đầu cuộc phiêu lưu trong thế giới ""Đạo tình""...",Ngôn Tình,https://truyenfull.vn/dao-tinh,dao-tinh
